Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-07-29 01-PM,ETHEUR,204.63,204.63,202.56,203.02,17.12,3481.9
2019-07-29 12-PM,ETHEUR,205.5,206.06,203.44,204.63,24.54,5028.69
2019-07-29 11-AM,ETHEUR,205.92,206.29,205.1,205.5,17.75,3649.98
2019-07-29 10-AM,ETHEUR,205.78,206.37,204.82,205.92,16.21,3335.07
2019-07-29 09-AM,ETHEUR,208.47,209.04,203.54,205.78,27.92,5762.6
2019-07-29 08-AM,ETHEUR,208.8,209.34,208.17,208.47,17.46,3646.93
2019-07-29 07-AM,ETHEUR,208.38,209.44,207.4,208.8,19.1,3985.23
2019-07-29 06-AM,ETHEUR,208.88,209.82,208.18,208.38,17.6,3678.28
2019-07-29 05-AM,ETHEUR,209.39,210.25,208.32,208.88,18.87,3951.8
2019-07-29 04-AM,ETHEUR,209.86,210.62,209.15,209.39,17.46,3665.28
2019-07-29 03-AM,ETHEUR,210.12,210.76,209.74,209.86,16.92,3557.05
2019-07-29 02-AM,ETHEUR,211.27,211.45,209.93,210.12,17.02,3579.84
2019-07-29 01-AM,ETHEUR,207.25,211.27,206.97,211.27,19.3,4034.08
2019-07-29 12-AM,ETHEUR,208.57,209.19,206.98,207.25,17.11,3553.24
2019-07-28 11-PM,ETHEUR,205.44,210.03,203.37,208.57,22.82,4734.85
2019-07-28 10-PM,ETHEUR,204.51,206.94,197.81,205.44,45.99,9251.75
2019-07-28 09-PM,ETHEUR,204.13,204.83,204.05,204.51,17.06,3487.38
2019-07-28 08-PM,ETHEUR,206.04,206.31,203.95,204.13,21.66,4439.69
2019-07-28 07-PM,ETHEUR,205.57,206.11,205.22,206.04,16.57,3407.17
2019-07-28 06-PM,ETHEUR,205.97,206.3,205.24,205.57,15.91,3273.92
2019-07-28 05-PM,ETHEUR,205.38,206.27,205.1,205.97,18.03,3710.72
2019-07-28 04-PM,ETHEUR,206.55,206.72,205.1,205.38,17.04,3508.89
2019-07-28 03-PM,ETHEUR,206.08,206.73,205.67,206.55,17.89,3687.93
2019-07-28 02-PM,ETHEUR,206.58,206.72,205.67,206.08,16.89,3481.88
2019-07-28 01-PM,ETHEUR,206.02,206.77,205.67,206.58,17.59,3627.91
2019-07-28 12-PM,ETHEUR,206.95,207.11,205.83,206.02,17.59,3631.08
2019-07-28 11-AM,ETHEUR,205.97,206.95,205.25,206.95,17.98,3700.95
2019-07-28 10-AM,ETHEUR,206.27,206.55,205.1,205.97,16.48,3394.05
2019-07-28 09-AM,ETHEUR,206.1,206.96,205.92,206.27,18.3,3778.04
2019-07-28 08-AM,ETHEUR,207.13,207.21,205.67,206.1,18.06,3726.81
2019-07-28 07-AM,ETHEUR,206.76,207.53,206.25,207.13,17.03,3524.0
2019-07-28 06-AM,ETHEUR,206.67,207.55,205.82,206.76,16.9,3496.74
2019-07-28 05-AM,ETHEUR,207.22,207.58,201.68,206.67,23.77,4908.45
2019-07-28 04-AM,ETHEUR,205.33,208.27,204.66,207.22,19.25,3969.37
2019-07-28 03-AM,ETHEUR,204.86,205.78,204.52,205.33,18.88,3871.11
2019-07-28 02-AM,ETHEUR,204.95,205.82,204.44,204.86,18.64,3823.81
2019-07-28 01-AM,ETHEUR,204.53,205.24,204.11,204.95,17.38,3559.62
2019-07-28 12-AM,ETHEUR,205.19,205.24,204.18,204.53,19.03,3899.42
2019-07-27 11-PM,ETHEUR,204.9,205.38,204.15,205.19,18.33,3753.47
2019-07-27 10-PM,ETHEUR,205.51,206.54,203.38,204.9,18.87,3877.29
2019-07-27 09-PM,ETHEUR,206.05,206.36,205.23,205.51,17.46,3592.49
2019-07-27 08-PM,ETHEUR,205.84,206.14,205.22,206.05,17.85,3669.06
2019-07-27 07-PM,ETHEUR,205.32,206.54,204.52,205.84,19.06,3912.88
2019-07-27 06-PM,ETHEUR,205.55,205.96,204.69,205.32,16.92,3471.77
2019-07-27 05-PM,ETHEUR,204.07,205.82,203.88,205.55,17.46,3583.55
2019-07-27 04-PM,ETHEUR,203.23,204.24,203.23,204.07,18.18,3708.47
2019-07-27 03-PM,ETHEUR,203.34,204.07,202.01,203.23,17.52,3557.24
2019-07-27 02-PM,ETHEUR,203.7,204.17,203.27,203.34,18.73,3819.77
2019-07-27 01-PM,ETHEUR,203.55,204.24,202.7,203.7,19.08,3885.45
2019-07-27 12-PM,ETHEUR,204.33,204.63,201.51,203.55,22.73,4617.73
2019-07-27 11-AM,ETHEUR,206.05,206.51,203.91,204.33,21.23,4359.58
2019-07-27 10-AM,ETHEUR,216.48,216.79,205.1,206.05,40.09,8413.3
2019-07-27 09-AM,ETHEUR,216.57,217.78,215.85,216.48,21.13,4577.76
2019-07-27 08-AM,ETHEUR,216.61,218.32,215.85,216.57,22.47,4876.8
2019-07-27 07-AM,ETHEUR,217.16,217.67,216.29,216.61,19.93,4325.77
2019-07-27 06-AM,ETHEUR,217.61,218.26,216.89,217.16,18.42,4010.6
2019-07-27 05-AM,ETHEUR,218.47,218.57,217.09,217.61,18.47,4022.2
2019-07-27 04-AM,ETHEUR,218.36,218.93,217.66,218.47,18.52,4042.91
2019-07-27 03-AM,ETHEUR,218.46,218.95,217.85,218.36,19.08,4170.19
2019-07-27 02-AM,ETHEUR,218.37,218.94,217.96,218.46,18.12,3958.54
2019-07-27 01-AM,ETHEUR,218.01,218.91,217.67,218.37,18.81,4108.11
2019-07-27 12-AM,ETHEUR,216.1,218.89,215.26,218.01,22.4,4877.07
2019-07-26 11-PM,ETHEUR,214.43,216.53,214.09,216.1,20.73,4461.03
2019-07-26 10-PM,ETHEUR,214.24,215.59,213.63,214.43,32.79,7046.19
2019-07-26 09-PM,ETHEUR,214.17,214.86,213.28,214.24,18.18,3891.37
2019-07-26 08-PM,ETHEUR,214.74,215.38,214.17,214.17,18.76,4031.41
2019-07-26 07-PM,ETHEUR,214.36,215.26,214.28,214.74,17.11,3677.42
2019-07-26 06-PM,ETHEUR,214.09,214.78,213.42,214.36,19.03,4069.85
2019-07-26 05-PM,ETHEUR,214.52,215.02,212.89,214.09,20.3,4340.0
2019-07-26 04-PM,ETHEUR,212.32,214.9,211.5,214.52,21.64,4613.58
2019-07-26 03-PM,ETHEUR,212.24,212.72,211.64,212.32,17.74,3762.58
2019-07-26 02-PM,ETHEUR,212.1,212.99,211.69,212.24,18.39,3904.89
2019-07-26 01-PM,ETHEUR,212.26,212.99,211.85,212.1,19.29,4097.29
2019-07-26 12-PM,ETHEUR,213.88,214.63,211.94,212.26,24.7,5269.44
2019-07-26 11-AM,ETHEUR,213.02,215.66,212.96,213.88,27.16,5816.34
2019-07-26 10-AM,ETHEUR,213.2,213.95,212.69,213.02,17.97,3833.81
2019-07-26 09-AM,ETHEUR,212.64,214.18,211.94,213.2,19.37,4118.49
2019-07-26 08-AM,ETHEUR,211.71,212.82,211.29,212.64,19.21,4072.36
2019-07-26 07-AM,ETHEUR,210.01,212.19,210.01,211.71,20.06,4235.86
2019-07-26 06-AM,ETHEUR,210.91,211.95,210.01,210.01,22.14,4671.14
2019-07-26 05-AM,ETHEUR,211.48,211.96,210.91,210.91,19.03,4025.38
2019-07-26 04-AM,ETHEUR,211.7,212.14,211.06,211.48,18.87,3991.82
2019-07-26 03-AM,ETHEUR,211.43,212.23,211.1,211.7,19.19,4061.28
2019-07-26 02-AM,ETHEUR,212.15,212.23,211.07,211.43,18.78,3974.24
2019-07-26 01-AM,ETHEUR,212.88,212.92,211.03,212.15,19.34,4097.29
2019-07-26 12-AM,ETHEUR,215.26,215.48,212.24,212.88,19.97,4261.63
