Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AST,Volume BTC
2019-07-14,ASTBTC,4.35e-06,4.47e-06,4.09e-06,4.3e-06,7623960.0,32.46
2019-07-13,ASTBTC,4.37e-06,4.65e-06,4.24e-06,4.35e-06,8625181.0,38.52
2019-07-12,ASTBTC,4.34e-06,4.55e-06,4.23e-06,4.37e-06,8523301.0,37.66
2019-07-11,ASTBTC,4.38e-06,4.69e-06,4.28e-06,4.34e-06,17209031.0,77.25
2019-07-10,ASTBTC,4.59e-06,4.6e-06,4.05e-06,4.38e-06,15371178.0,66.27
2019-07-09,ASTBTC,4.93e-06,5.08e-06,4.42e-06,4.59e-06,19911633.0,94.19
2019-07-08,ASTBTC,4.84e-06,5.34e-06,4.75e-06,4.93e-06,16459340.0,82.32
2019-07-07,ASTBTC,4.83e-06,5.18e-06,4.77e-06,4.84e-06,11741205.0,58.27
2019-07-06,ASTBTC,5.36e-06,5.37e-06,4.65e-06,4.83e-06,18177026.0,89.85
2019-07-05,ASTBTC,5.49e-06,5.66e-06,5.2e-06,5.36e-06,18419109.0,99.63
2019-07-04,ASTBTC,5.63e-06,5.96e-06,5.1e-06,5.49e-06,54487330.0,299.25
2019-07-03,ASTBTC,6.4e-06,7.84e-06,5.55e-06,5.63e-06,133719249.0,900.42
2019-07-02,ASTBTC,5.27e-06,6.77e-06,5.25e-06,6.4e-06,63508609.0,382.85
2019-07-01,ASTBTC,4.89e-06,5.5e-06,4.86e-06,5.27e-06,22373045.0,117.02
2019-06-30,ASTBTC,4.84e-06,4.96e-06,4.68e-06,4.89e-06,12444356.0,60.27
2019-06-29,ASTBTC,4.55e-06,5.18e-06,4.45e-06,4.84e-06,33853098.0,163.63
2019-06-28,ASTBTC,4.33e-06,4.85e-06,4.3e-06,4.55e-06,19362577.0,88.21
2019-06-27,ASTBTC,4.19e-06,5.18e-06,4.06e-06,4.33e-06,31309996.0,142.61
2019-06-26,ASTBTC,4.81e-06,4.86e-06,3.9e-06,4.19e-06,39141156.0,170.68
2019-06-25,ASTBTC,5.3e-06,5.55e-06,4.79e-06,4.81e-06,27277879.0,141.32
2019-06-24,ASTBTC,5.93e-06,5.94e-06,5.28e-06,5.3e-06,21962486.0,121.96
2019-06-23,ASTBTC,6.08e-06,6.58e-06,5.57e-06,5.93e-06,33100028.0,203.33
2019-06-22,ASTBTC,5.83e-06,6.8e-06,5.82e-06,6.08e-06,64167177.0,403.97
2019-06-21,ASTBTC,5.92e-06,7.27e-06,5.68e-06,5.83e-06,88009614.0,560.47
2019-06-20,ASTBTC,6.4e-06,7.84e-06,5.85e-06,5.92e-06,241070415.0,1640.57
2019-06-19,ASTBTC,5.23e-06,9.68e-06,5.1e-06,6.4e-06,326021364.0,2366.19
2019-06-18,ASTBTC,5.09e-06,5.3e-06,4.97e-06,5.23e-06,8857706.0,45.14
2019-06-17,ASTBTC,5.42e-06,5.52e-06,5.06e-06,5.09e-06,12152505.0,64.19
2019-06-16,ASTBTC,5.68e-06,6.0e-06,5.21e-06,5.42e-06,23300992.0,128.45
2019-06-15,ASTBTC,5.53e-06,6.21e-06,5.29e-06,5.68e-06,28428766.0,161.06
2019-06-14,ASTBTC,6.15e-06,7.5e-06,5.34e-06,5.53e-06,54580031.0,340.96
2019-06-13,ASTBTC,6.15e-06,6.59e-06,6.06e-06,6.15e-06,18448874.0,117.25
2019-06-12,ASTBTC,6.23e-06,6.51e-06,6.0e-06,6.15e-06,14705392.0,92.32
2019-06-11,ASTBTC,6.06e-06,6.38e-06,5.85e-06,6.23e-06,17448196.0,107.16
2019-06-10,ASTBTC,5.79e-06,6.11e-06,5.7e-06,6.06e-06,13992888.0,82.77
2019-06-09,ASTBTC,6.49e-06,6.5e-06,5.34e-06,5.79e-06,19842086.0,118.43
2019-06-08,ASTBTC,6.05e-06,6.88e-06,5.92e-06,6.49e-06,37658300.0,243.14
2019-06-07,ASTBTC,5.81e-06,6.1e-06,5.68e-06,6.05e-06,12356370.0,72.76
2019-06-06,ASTBTC,5.6e-06,5.9e-06,5.57e-06,5.81e-06,11931291.0,68.67
2019-06-05,ASTBTC,5.58e-06,5.87e-06,5.5e-06,5.6e-06,14322063.0,81.23
2019-06-04,ASTBTC,5.68e-06,5.75e-06,5.35e-06,5.58e-06,22764400.0,127.27
2019-06-03,ASTBTC,6.12e-06,6.66e-06,5.49e-06,5.68e-06,25125543.0,152.98
2019-06-02,ASTBTC,5.83e-06,6.4e-06,5.74e-06,6.12e-06,13473907.0,82.1
2019-06-01,ASTBTC,6.2e-06,6.2e-06,5.8e-06,5.83e-06,6858652.0,41.0
