Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume ETH
2019-06-05,LSKETH,0.007936,0.008228,0.007936,0.008,362.83,2.93
2019-06-04,LSKETH,0.008,0.008481,0.007835,0.007936,1873.92,15.33
2019-06-03,LSKETH,0.007911,0.008,0.007751,0.008,137.77,1.08
2019-06-02,LSKETH,0.007772,0.00814,0.007772,0.007911,644.05,5.19
2019-06-01,LSKETH,0.007651,0.007772,0.00752,0.007772,1125.02,8.61
2019-05-31,LSKETH,0.007764,0.007944,0.007638,0.007651,1439.05,11.26
2019-05-30,LSKETH,0.007801,0.008238,0.007538,0.007764,6357.79,50.55
2019-05-29,LSKETH,0.007789,0.007854,0.0075,0.007801,1433.84,11.05
2019-05-28,LSKETH,0.007574,0.008214,0.007574,0.007789,5091.65,40.29
2019-05-27,LSKETH,0.007591,0.007729,0.0074,0.007574,3841.33,29.04
2019-05-26,LSKETH,0.007889,0.008,0.00752,0.007591,1871.38,14.59
2019-05-25,LSKETH,0.007705,0.008541,0.007655,0.007889,3488.14,28.23
2019-05-24,LSKETH,0.007631,0.008038,0.0075,0.007705,932.92,7.16
2019-05-23,LSKETH,0.007725,0.008075,0.00755,0.007631,842.63,6.51
2019-05-22,LSKETH,0.007825,0.00795,0.00755,0.007725,149.39,1.15
2019-05-21,LSKETH,0.00796,0.008206,0.007763,0.007825,1086.96,8.59
2019-05-20,LSKETH,0.007824,0.008233,0.007824,0.00796,454.57,3.67
2019-05-19,LSKETH,0.008194,0.00829,0.007824,0.007824,1893.64,14.94
2019-05-18,LSKETH,0.008168,0.008308,0.007991,0.008194,838.88,6.85
2019-05-17,LSKETH,0.008126,0.008454,0.007876,0.008168,34811.25,281.04
2019-05-16,LSKETH,0.008371,0.009202,0.008042,0.008126,19728.82,166.53
2019-05-15,LSKETH,0.008509,0.0103,0.008342,0.008371,11268.41,104.19
2019-05-14,LSKETH,0.009312,0.0094,0.008509,0.008509,6039.82,53.96
2019-05-13,LSKETH,0.009414,0.01,0.009,0.009312,10460.73,97.02
2019-05-12,LSKETH,0.01023,0.01023,0.009407,0.009414,1449.81,13.98
2019-05-11,LSKETH,0.01035,0.01066,0.0097,0.01023,4878.74,50.4
2019-05-10,LSKETH,0.01017,0.01092,0.01017,0.01035,2524.11,26.73
2019-05-09,LSKETH,0.01005,0.01041,0.00993,0.01017,1684.78,17.01
2019-05-08,LSKETH,0.009753,0.01006,0.009671,0.01005,356.52,3.51
2019-05-07,LSKETH,0.009731,0.009731,0.009511,0.009577,253.74,2.44
2019-05-06,LSKETH,0.01021,0.01031,0.0096,0.009731,231.29,2.33
2019-05-05,LSKETH,0.01089,0.01089,0.01021,0.01021,936.25,9.73
2019-05-04,LSKETH,0.0106,0.01089,0.0106,0.01089,185.74,2.01
2019-05-03,LSKETH,0.01069,0.01115,0.0106,0.0106,1174.82,12.49
2019-05-02,LSKETH,0.01092,0.01092,0.01069,0.01069,19.34,0.2091
2019-05-01,LSKETH,0.01086,0.01093,0.01086,0.01092,84.03,0.9171
2019-04-30,LSKETH,0.01104,0.01104,0.01043,0.01086,998.62,10.59
2019-04-29,LSKETH,0.01086,0.01104,0.01084,0.01104,283.74,3.11
2019-04-28,LSKETH,0.01122,0.01133,0.01086,0.01086,363.54,4.06
2019-04-27,LSKETH,0.01129,0.01147,0.01119,0.01122,76.83,0.8621
2019-04-26,LSKETH,0.0112,0.01129,0.01108,0.01129,74.79,0.8387
2019-04-25,LSKETH,0.01129,0.01151,0.0112,0.0112,571.46,6.46
2019-04-24,LSKETH,0.01147,0.01153,0.01117,0.01129,5176.34,58.75
2019-04-23,LSKETH,0.0117,0.01176,0.01123,0.01147,929.17,10.63
2019-04-22,LSKETH,0.01171,0.01174,0.01158,0.0117,13.69,0.1592
2019-04-21,LSKETH,0.01162,0.01185,0.01142,0.01171,136.27,1.58
2019-04-20,LSKETH,0.01172,0.01194,0.01162,0.01162,25.31,0.2969
2019-04-19,LSKETH,0.01165,0.01193,0.01165,0.01172,69.56,0.8162
2019-04-18,LSKETH,0.01221,0.01221,0.01159,0.01165,416.36,4.93
2019-04-17,LSKETH,0.01234,0.0124,0.01201,0.01221,43.08,0.5259
2019-04-16,LSKETH,0.012,0.01234,0.012,0.01234,83.63,1.02
2019-04-15,LSKETH,0.01187,0.01252,0.01187,0.012,363.46,4.47
2019-04-14,LSKETH,0.01199,0.01217,0.01175,0.01187,352.41,4.23
2019-04-13,LSKETH,0.01183,0.01228,0.01183,0.01199,571.29,6.85
2019-04-12,LSKETH,0.01138,0.01183,0.01113,0.01183,1401.25,15.91
2019-04-11,LSKETH,0.01146,0.01171,0.01103,0.01138,1249.05,14.27
2019-04-10,LSKETH,0.01165,0.01176,0.01127,0.01146,227.39,2.62
