Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ADA,Volume ETH
2019-02-03,ADAETH,0.0003552,0.0003579,0.0003528,0.0003541,777028.18,275.58
2019-02-02,ADAETH,0.0003606,0.000363,0.0003552,0.0003552,641975.05,231.12
2019-02-01,ADAETH,0.0003588,0.0003648,0.0003528,0.0003606,483201.09,174.1
2019-01-31,ADAETH,0.0003655,0.0003656,0.0003551,0.0003588,464728.17,166.97
2019-01-30,ADAETH,0.0003632,0.0003689,0.0003555,0.0003655,1273648.94,459.82
2019-01-29,ADAETH,0.0003668,0.0003696,0.000358,0.0003632,1035217.16,376.89
2019-01-28,ADAETH,0.000364,0.0003691,0.000355,0.0003668,2151964.41,778.77
2019-01-27,ADAETH,0.0003664,0.0003716,0.000359,0.000364,1840217.15,666.77
2019-01-26,ADAETH,0.0003681,0.00037,0.0003662,0.0003664,2263487.98,830.17
2019-01-25,ADAETH,0.0003686,0.0003702,0.0003622,0.0003681,908953.53,332.81
2019-01-24,ADAETH,0.000368,0.0003705,0.0003662,0.0003686,479558.05,176.93
2019-01-23,ADAETH,0.0003674,0.0003716,0.0003638,0.000368,281987.05,103.46
2019-01-22,ADAETH,0.0003681,0.000371,0.000363,0.0003674,717054.75,263.0
2019-01-21,ADAETH,0.0003653,0.0003698,0.0003623,0.0003681,315850.19,115.98
2019-01-20,ADAETH,0.0003684,0.0003718,0.0003565,0.0003653,680832.32,247.85
2019-01-19,ADAETH,0.0003688,0.0003734,0.000362,0.0003684,953932.04,349.7
2019-01-18,ADAETH,0.0003682,0.0003692,0.0003611,0.0003688,839021.07,307.33
